DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm,Downpayment,LoanAmount,MonthlyPayment,AffordableDwelling
226,316000.0,Meadowlands,Silverglen,1793.0,10574.0,sqft,5,Gleaming,63200.0,252800.0,1206.9058669366673,0
227,157000.0,GnomeBurough,Petalbridge,1355.0,7200.0,sqft,7,Common,31400.0,125600.0,599.6336111046099,1
228,105000.0,Meadowlands,Dragonspire,689.0,11622.0,sqft,6,Common,21000.0,84000.0,401.02884819098114,1
229,116000.0,Meadowlands,Dragonspire,709.0,9770.0,sqft,5,Common,23200.0,92800.0,443.0413941919412,1
230,138500.0,Meadowlands,Dragonspire,809.0,8400.0,sqft,5,Common,27700.0,110800.0,528.9761473757229,1
231,284500.0,Meadowlands,Glimmerwood,1691.0,9660.0,sqft,5,Gleaming,56900.0,227600.0,1086.597212479373,0
232,300000.0,Meadowlands,Crystalhollow,1563.0,23730.0,sqft,5,Gleaming,60000.0,240000.0,1145.7967091170892,0
233,385000.0,Meadowlands,Mossheart,1416.0,50271.0,sqft,5,Gleaming,77000.0,308000.0,1470.4391100335977,0
234,221800.0,Meadowlands,Sunspire,964.0,10324.0,sqft,5,Gleaming,44360.0,177440.0,847.1257002739012,0
235,100000.0,Meadowlands,Stormhold,1281.0,9839.0,sqft,2,Common,20000.0,80000.0,381.9322363723631,1
236,159500.0,Meadowlands,Dragonspire,918.0,8910.0,sqft,6,Common,31900.0,127600.0,609.1819170139191,1
237,161000.0,GnomeBurough,Petalbridge,1281.0,5100.0,sqft,7,Common,32200.0,128800.0,614.9109005595045,1
238,204750.0,Meadowlands,Sunspire,1373.0,9337.0,sqft,5,Common,40950.0,163800.0,782.0062539724133,0
239,159900.0,Meadowlands,Shadowmere,1160.0,9571.0,sqft,6,Common,31980.0,127920.0,610.7096459594085,1
240,81300.0,GnomeBurough,Stormwatch,621.0,6120.0,sqft,6,Common,16260.0,65040.0,310.51090817073117,1
241,109500.0,Meadowlands,Dragonspire,799.0,7200.0,sqft,7,Common,21900.0,87600.0,418.21579882773756,1
242,153500.0,Meadowlands,Nighthaven,826.0,10140.0,sqft,6,Common,30700.0,122800.0,586.2659828315773,1
243,204900.0,Meadowlands,Sunspire,1152.0,8990.0,sqft,5,Gleaming,40980.0,163920.0,782.5791523269719,0
244,248000.0,Meadowlands,Glimmerwood,1757.0,11000.0,sqft,5,Gleaming,49600.0,198400.0,947.1919462034604,0
245,150000.0,Meadowlands,Dragonspire,809.0,8973.0,sqft,7,Common,30000.0,120000.0,572.8983545585446,1
246,246900.0,Meadowlands,Sunspire,1031.0,17227.0,sqft,5,Gleaming,49380.0,197520.0,942.9906916033644,0
247,133000.0,Meadowlands,Dragonspire,589.0,4058.0,sqft,5,Common,26600.0,106400.0,507.96987437524285,1
248,285000.0,Meadowlands,Silverglen,664.0,11999.0,sqft,5,Gleaming,57000.0,228000.0,1088.5068736612347,0
249,144000.0,GnomeBurough,Petalbridge,812.0,6979.0,sqft,5,Common,28800.0,115200.0,549.9824203762028,1
250,250000.0,AetherIsles,Wyverncliff,1532.0,9375.0,sqft,5,Gleaming,50000.0,200000.0,954.8305909309076,0
251,89500.0,Meadowlands,Emberfall,767.0,9000.0,sqft,7,Modest,17900.0,71600.0,341.829351553265,1
252,245500.0,Meadowlands,Mossheart,990.0,14963.0,sqft,5,Gleaming,49100.0,196400.0,937.6436402941514,0
253,112500.0,Meadowlands,Dragonspire,756.0,6390.0,sqft,7,Common,22500.0,90000.0,429.6737659189084,1
254,301000.0,AetherIsles,Wyverncliff,664.0,8010.0,sqft,5,Gleaming,60200.0,240800.0,1149.616031480813,0
255,228500.0,Meadowlands,Crystalhollow,1299.0,9990.0,sqft,5,Common,45700.0,182800.0,872.7151601108496,0
256,185000.0,Meadowlands,Duskwood,1130.0,9765.0,sqft,8,Enchanting,37000.0,148000.0,706.5746372888716,1
257,137500.0,GnomeBurough,Stormwatch,1163.0,6120.0,sqft,8,Common,27500.0,110000.0,525.1568250119992,1
258,196500.0,Meadowlands,Nighthaven,1318.0,10421.0,sqft,5,Common,39300.0,157200.0,750.4968444716933,0
259,171500.0,Meadowlands,Duskwood,1031.0,10176.0,sqft,5,Common,34300.0,137200.0,655.0137853786027,1
260,185500.0,Meadowlands,Sunspire,1087.0,8773.0,sqft,5,Gleaming,37100.0,148400.0,708.4842984707334,1
261,247900.0,Meadowlands,Riverbend,1293.0,6264.0,sqft,5,Gleaming,49580.0,198320.0,946.810013967088,0
262,251000.0,Meadowlands,Riverbend,1270.0,5330.0,sqft,5,Gleaming,50200.0,200800.0,958.6499132946312,0
263,140500.0,Meadowlands,Dragonspire,913.0,14357.0,sqft,5,Common,28100.0,112400.0,536.6147921031701,1
264,153900.0,Meadowlands,Brightforge,922.0,7892.0,sqft,5,Gleaming,30780.0,123120.0,587.7937117770667,1
265,279500.0,Meadowlands,Sunspire,1406.0,12782.0,sqft,5,Gleaming,55900.0,223600.0,1067.5006006607548,0
266,205000.0,Meadowlands,Brightforge,1623.0,8880.0,sqft,5,Gleaming,41000.0,164000.0,782.9610845633443,0
267,233500.0,Meadowlands,Windwhisper,1353.0,16698.0,sqft,5,Gleaming,46700.0,186800.0,891.8117719294678,0
268,127000.0,GnomeBurough,Stormwatch,963.0,7438.0,sqft,8,Common,25400.0,101600.0,485.0539401929011,1
269,126000.0,GnomeBurough,Mystvale,1273.0,6000.0,sqft,5,Modest,25200.0,100800.0,481.23461782917747,1
270,180000.0,Meadowlands,Duskwood,1099.0,7750.0,sqft,5,Common,36000.0,144000.0,687.4780254702536,1
271,150000.0,Meadowlands,Sunspire,789.0,15240.0,sqft,8,Gleaming,30000.0,120000.0,572.8983545585446,1
272,190500.0,Meadowlands,Brightforge,1289.0,8450.0,sqft,5,Gleaming,38100.0,152400.0,727.5809102893517,1
273,137000.0,GnomeBurough,Petalbridge,1383.0,9639.0,sqft,8,Common,27400.0,109600.0,523.2471638301374,1
274,207500.0,Meadowlands,Riverbend,1607.0,5062.0,sqft,5,Gleaming,41500.0,166000.0,792.5093904726534,0
275,129900.0,Meadowlands,Dragonspire,664.0,9100.0,sqft,5,Common,25980.0,103920.0,496.12997504769965,1
276,105000.0,GnomeBurough,Stormwatch,673.0,6120.0,sqft,7,Common,21000.0,84000.0,401.02884819098114,1
277,169500.0,Meadowlands,Dragonspire,1393.0,7590.0,sqft,5,Common,33900.0,135600.0,647.3751406511554,1
278,185000.0,AetherIsles,Wyverncliff,970.0,7200.0,sqft,5,Gleaming,37000.0,148000.0,706.5746372888716,1
279,37900.0,GnomeBurough,Petalbridge,744.0,5925.0,sqft,6,Common,7580.0,30320.0,144.75231758512558,1
280,159895.0,Meadowlands,Dreamweaver,973.0,3182.0,sqft,5,Gleaming,31979.0,127916.0,610.69054934759,1
281,119000.0,GnomeBurough,Stormwatch,729.0,6000.0,sqft,7,Common,23800.0,95200.0,454.4993612831121,1
282,290000.0,Meadowlands,Glimmerwood,1943.0,10120.0,sqft,5,Gleaming,58000.0,232000.0,1107.603485479853,0
283,132000.0,GnomeBurough,Stormwatch,1016.0,6240.0,sqft,8,Common,26400.0,105600.0,504.1505520115192,1
284,153000.0,Meadowlands,Dragonspire,1004.0,8712.0,sqft,7,Common,30600.0,122400.0,584.3563216497154,1
285,130000.0,GnomeBurough,Petalbridge,824.0,7200.0,sqft,8,Common,26000.0,104000.0,496.5119072840719,1
286,584500.0,Meadowlands,Glimmerwood,2692.0,17242.0,sqft,5,Gleaming,116900.0,467600.0,2232.393921596462,0
287,107000.0,Meadowlands,Shadowmere,1283.0,8707.0,sqft,5,Common,21400.0,85600.0,408.6674929184285,1
288,87000.0,GnomeBurough,Stormwatch,664.0,5000.0,sqft,7,Common,17400.0,69600.0,332.28104564395585,1
289,169000.0,Meadowlands,Crystalhollow,972.0,15300.0,sqft,5,Common,33800.0,135200.0,645.4654794692935,1
290,156820.0,Meadowlands,Dreamweaver,878.0,3010.0,sqft,5,Gleaming,31364.0,125456.0,598.9461330791397,1
291,421250.0,Meadowlands,Silverglen,2037.0,16900.0,sqft,5,Gleaming,84250.0,337000.0,1608.8895457185795,0
292,260000.0,Meadowlands,Brightforge,2164.0,9771.0,sqft,5,Gleaming,52000.0,208000.0,993.0238145681438,0
293,165000.0,Meadowlands,Crystalhollow,941.0,4500.0,sqft,5,Common,33000.0,132000.0,630.188190014399,1
294,185000.0,Meadowlands,Dragonspire,1107.0,9840.0,sqft,7,Common,37000.0,148000.0,706.5746372888716,1
295,128500.0,GnomeBurough,Stormwatch,1239.0,5830.0,sqft,6,Common,25700.0,102800.0,490.78292373848655,1
296,102900.0,Meadowlands,Dragonspire,930.0,9533.0,sqft,5,Common,20580.0,82320.0,393.00827122716163,1
297,115000.0,GnomeBurough,Mystvale,1166.0,8500.0,sqft,7,Common,23000.0,92000.0,439.2220718282175,1
298,113000.0,Meadowlands,Dragonspire,609.0,8480.0,sqft,6,Common,22600.0,90400.0,431.5834271007703,1
299,281500.0,Meadowlands,Silverglen,1398.0,12568.0,sqft,5,Gleaming,56300.0,225200.0,1075.139245388202,0
300,134000.0,Meadowlands,Emberfall,931.0,8249.988464025,sqft,5,Common,26800.0,107200.0,511.7891967389665,1
301,130000.0,Meadowlands,Dragonspire,664.0,9000.0,sqft,7,Common,26000.0,104000.0,496.5119072840719,1
302,274725.0,Meadowlands,Duskwood,1554.0,23257.0,sqft,5,Gleaming,54945.0,219780.0,1049.2633363739744,0
303,146000.0,Meadowlands,Shadowmere,1038.0,9375.0,sqft,5,Common,29200.0,116800.0,557.62106510365,1
304,150000.0,Meadowlands,Nighthaven,1338.0,11050.0,sqft,5,Common,30000.0,120000.0,572.8983545585446,1
305,122900.0,Meadowlands,Dragonspire,710.0,8064.0,sqft,7,Common,24580.0,98320.0,469.3947185016342,1
306,90000.0,GnomeBurough,Mystvale,756.0,7200.0,sqft,6,Common,18000.0,72000.0,343.7390127351268,1
307,145000.0,Meadowlands,Thornfield,1012.0,8969.0,sqft,6,Common,29000.0,116000.0,553.8017427399265,1
308,132500.0,Meadowlands,Emberfall,768.0,7758.0,sqft,7,Common,26500.0,106000.0,506.06021319338106,1
309,248500.0,Meadowlands,Silverglen,1119.0,6472.0,sqft,5,Enchanting,49700.0,198800.0,949.1016073853223,0
310,165000.0,Meadowlands,Dragonspire,1520.0,9500.0,sqft,6,Common,33000.0,132000.0,630.188190014399,1
311,139000.0,Meadowlands,Dragonspire,1029.0,7560.0,sqft,6,Common,27800.0,111200.0,530.8858085575847,1
312,179400.0,AetherIsles,Wyverncliff,1154.0,2280.0,sqft,5,Common,35880.0,143520.0,685.1864320520193,1
313,115000.0,GnomeBurough,Petalbridge,941.0,3950.0,sqft,8,Common,23000.0,92000.0,439.2220718282175,1
314,136000.0,GnomeBurough,Petalbridge,1943.0,8520.0,sqft,7,Common,27200.0,108800.0,519.4278414664137,1
315,210900.0,Meadowlands,Sunspire,1576.0,21533.0,sqft,5,Gleaming,42180.0,168720.0,805.4950865093138,0
316,188500.0,Meadowlands,Duskwood,860.0,16219.0,sqft,5,Gleaming,37700.0,150800.0,719.9422655619044,1
317,183000.0,Meadowlands,Sunspire,1261.0,7226.0,sqft,5,Gleaming,36600.0,146400.0,698.9359925614244,1
318,135000.0,GnomeBurough,Mystvale,1281.0,5160.0,sqft,6,Common,27000.0,108000.0,515.6085191026901,1
319,132000.0,GnomeBurough,Stormwatch,1117.0,6360.0,sqft,6,Common,26400.0,105600.0,504.1505520115192,1
320,213000.0,Meadowlands,Silverglen,1044.0,6904.0,sqft,5,Gleaming,42600.0,170400.0,813.5156634731333,0
321,125000.0,Meadowlands,Shadowmere,895.0,10880.0,sqft,5,Common,25000.0,100000.0,477.4152954654538,1
322,165000.0,Meadowlands,Thornfield,1155.0,10592.0,sqft,7,Common,33000.0,132000.0,630.188190014399,1
323,194500.0,Meadowlands,Sunspire,947.0,7314.0,sqft,5,Gleaming,38900.0,155600.0,742.8581997442461,1
324,159500.0,GnomeBurough,Petalbridge,1964.0,10800.0,sqft,8,Common,31900.0,127600.0,609.1819170139191,1
325,102000.0,GnomeBurough,Stormwatch,758.0,6180.0,sqft,5,Common,20400.0,81600.0,389.5708810998103,1
326,78000.0,GnomeBurough,Petalbridge,691.0,6756.0,sqft,6,Common,15600.0,62400.0,297.9071443704432,1
327,214000.0,Meadowlands,Sunspire,1221.0,10264.0,sqft,5,Gleaming,42800.0,171200.0,817.334985836857,0
328,143750.0,Meadowlands,Cloudrest,736.0,4928.0,sqft,6,Common,28750.0,115000.0,549.027589785272,1
329,149900.0,Meadowlands,Emberfall,795.0,8014.0,sqft,5,Common,29980.0,119920.0,572.5164223221723,1
330,111000.0,Meadowlands,Shadowmere,664.0,10215.0,sqft,5,Common,22200.0,88800.0,423.944782373323,1
331,130000.0,GnomeBurough,Petalbridge,1012.0,5500.0,sqft,7,Common,26000.0,104000.0,496.5119072840719,1
332,128900.0,GnomeBurough,Petalbridge,1059.0,4080.0,sqft,8,Common,25780.0,103120.0,492.310652683976,1
333,122500.0,GnomeBurough,Petalbridge,1761.0,11340.0,sqft,6,Common,24500.0,98000.0,467.8669895561448,1
334,127500.0,GnomeBurough,Petalbridge,996.0,6000.0,sqft,6,Common,25500.0,102000.0,486.9636013747629,1
335,139500.0,GnomeBurough,Petalbridge,1251.0,9142.0,sqft,5,Common,27900.0,111600.0,532.7954697394464,1
336,120500.0,GnomeBurough,Mystvale,627.0,5890.0,sqft,8,Gleaming,24100.0,96400.0,460.2283448286975,1
337,100000.0,Meadowlands,Crystalhollow,1439.0,10260.0,sqft,4,Common,20000.0,80000.0,381.9322363723631,1
338,165000.0,Meadowlands,Dragonspire,1100.0,9150.0,sqft,5,Common,33000.0,132000.0,630.188190014399,1
339,111000.0,GnomeBurough,Starfall,759.0,1680.0,sqft,5,Common,22200.0,88800.0,423.944782373323,1
340,149900.0,Meadowlands,Sunspire,687.0,9800.0,sqft,7,Common,29980.0,119920.0,572.5164223221723,1
341,134432.0,Meadowlands,Windwhisper,1221.0,17120.0,sqft,4,Common,26886.4,107545.6,513.4391440000951,1
342,128000.0,GnomeBurough,Petalbridge,1141.0,6300.0,sqft,6,Common,25600.0,102400.0,488.87326255662475,1
343,75000.0,GnomeBurough,Mystvale,439.0,10200.0,sqft,6,Common,15000.0,60000.0,286.4491772792723,1
344,39300.0,GnomeBurough,Stormwatch,256.0,5000.0,sqft,3,Modest,7860.0,31440.0,150.09936889433868,1
345,207500.0,Meadowlands,Nighthaven,1296.0,10240.0,sqft,6,Common,41500.0,166000.0,792.5093904726534,0
346,145500.0,Meadowlands,Dragonspire,809.0,10007.0,sqft,7,Gleaming,29100.0,116400.0,555.7114039217881,1
347,144000.0,Meadowlands,Cloudrest,1119.0,2179.0,sqft,5,Common,28800.0,115200.0,549.9824203762028,1
348,131750.0,GnomeBurough,Stormwatch,1096.0,6240.0,sqft,7,Common,26350.0,105400.0,503.19572142058837,1
349,142500.0,Meadowlands,Shadowmere,824.0,3675.0,sqft,5,Common,28500.0,114000.0,544.2534368306174,1
350,111750.0,GnomeBurough,Starfall,1001.0,1680.0,sqft,5,Common,22350.0,89400.0,426.8092741461157,1
351,206000.0,Meadowlands,Nighthaven,1589.0,12732.0,sqft,6,Common,41200.0,164800.0,786.7804069270678,0
352,137000.0,GnomeBurough,Oakenshade,664.0,1488.0,sqft,6,Common,27400.0,109600.0,523.2471638301374,1
353,88000.0,GnomeBurough,Wolfsbane,839.0,2217.0,sqft,4,Common,17600.0,70400.0,336.1003680076795,1
354,120500.0,Meadowlands,Dragonspire,664.0,9000.0,sqft,6,Common,24100.0,96400.0,460.2283448286975,1
355,127000.0,Meadowlands,Shadowmere,1177.0,9350.0,sqft,6,Common,25400.0,101600.0,485.0539401929011,1
356,137500.0,Meadowlands,Dragonspire,810.0,8800.0,sqft,7,Common,27500.0,110000.0,525.1568250119992,1
357,78000.0,GnomeBurough,Mystvale,719.0,8520.0,sqft,5,Common,15600.0,62400.0,297.9071443704432,1
358,181134.0,Meadowlands,Duskwood,1030.0,8899.0,sqft,5,Gleaming,36226.8,144907.2,691.8091370307162,1
359,169000.0,Meadowlands,Nighthaven,847.0,10464.0,sqft,6,Common,33800.0,135200.0,645.4654794692935,1
360,160000.0,AetherIsles,Wyverncliff,963.0,2160.0,sqft,5,Gleaming,32000.0,128000.0,611.0915781957809,1
361,248328.0,AetherIsles,Wyverncliff,1299.0,9849.0,sqft,6,Gleaming,49665.600000000006,198662.4,948.4446839387617,0
362,148000.0,Meadowlands,Emberfall,1063.0,11235.0,sqft,5,Common,29600.0,118400.0,565.2597098310973,1
363,138000.0,Meadowlands,Dragonspire,664.0,8064.0,sqft,6,Common,27600.0,110400.0,527.0664861938609,1
364,133000.0,Meadowlands,Dragonspire,703.0,7920.0,sqft,5,Common,26600.0,106400.0,507.96987437524285,1
365,145100.0,Meadowlands,Dragonspire,993.0,10500.0,sqft,5,Common,29020.0,116080.0,554.1836749762988,1
366,175000.0,Meadowlands,Nighthaven,1141.0,12243.0,sqft,6,Common,35000.0,140000.0,668.3814136516354,1
367,225000.0,Meadowlands,Brightforge,1162.0,11454.0,sqft,5,Gleaming,45000.0,180000.0,859.3475318378167,0
368,100000.0,GnomeBurough,Stormwatch,1000.0,6911.0,sqft,5,Common,20000.0,80000.0,381.9322363723631,1
369,132000.0,GnomeBurough,Petalbridge,1101.0,9600.0,sqft,7,Common,26400.0,105600.0,504.1505520115192,1
370,140200.0,GnomeBurough,Stormwatch,1213.0,6435.0,sqft,5,Common,28040.0,112160.0,535.468995394053,1
371,257500.0,Meadowlands,Duskwood,1541.0,12891.0,sqft,5,Gleaming,51500.0,206000.0,983.4755086588349,0
372,328000.0,Meadowlands,Windwhisper,1738.0,14000.0,sqft,5,Gleaming,65600.0,262400.0,1252.7377353013508,0
373,155500.0,GnomeBurough,Petalbridge,1226.0,7200.0,sqft,8,Common,31100.0,124400.0,593.9046275590246,1
374,196000.0,Meadowlands,Crystalhollow,1289.0,33983.0,sqft,6,Common,39200.0,156800.0,748.5871832898317,1
375,225000.0,Meadowlands,Brightforge,1725.0,13474.0,sqft,5,Gleaming,45000.0,180000.0,859.3475318378167,0
376,136500.0,Meadowlands,Sunspire,652.0,4435.0,sqft,5,Gleaming,27300.0,109200.0,521.3375026482755,1
377,205000.0,Meadowlands,Dragonspire,1527.0,13600.0,sqft,6,Common,41000.0,164000.0,782.9610845633443,0
378,124500.0,Meadowlands,Crystalhollow,627.0,8314.0,sqft,7,Common,24900.0,99600.0,475.505634283592,1
379,285000.0,Meadowlands,Glimmerwood,1711.0,11134.0,sqft,5,Gleaming,57000.0,228000.0,1088.5068736612347,0
380,164000.0,Meadowlands,Nighthaven,996.0,11700.0,sqft,5,Common,32800.0,131200.0,626.3688676506754,1
381,90350.0,Meadowlands,Thornfield,533.0,4280.0,sqft,6,Common,18070.0,72280.0,345.07577556243,1
382,160000.0,Meadowlands,Duskwood,1132.0,10783.9849207328,sqft,5,Gleaming,32000.0,128000.0,611.0915781957809,1
383,185000.0,Meadowlands,Duskwood,1264.0,9649.0,sqft,5,Common,37000.0,148000.0,706.5746372888716,1
384,109500.0,Meadowlands,Dragonspire,634.0,7200.0,sqft,7,Common,21900.0,87600.0,418.21579882773756,1
385,124000.0,Meadowlands,Dragonspire,1218.0,8944.0,sqft,5,Common,24800.0,99200.0,473.5959731017302,1
386,390000.0,Meadowlands,Silverglen,2113.0,13418.0,sqft,5,Gleaming,78000.0,312000.0,1489.5357218522158,0
387,228500.0,Meadowlands,Brightforge,1401.0,23920.0,sqft,5,Common,45700.0,182800.0,872.7151601108496,0
388,148000.0,GnomeBurough,Petalbridge,1179.0,10800.0,sqft,9,Common,29600.0,118400.0,565.2597098310973,1
389,213000.0,Meadowlands,Nighthaven,1246.0,9373.0,sqft,7,Common,42600.0,170400.0,813.5156634731333,0
390,216000.0,AetherIsles,Wyverncliff,1287.0,7500.0,sqft,5,Gleaming,43200.0,172800.0,824.9736305643041,0
391,174000.0,Meadowlands,Ravenstone,1110.0,9802.0,sqft,5,Common,34800.0,139200.0,664.5620912879117,1
392,345000.0,Meadowlands,Silverglen,1787.0,11924.0,sqft,5,Enchanting,69000.0,276000.0,1317.6662154846526,0
393,308030.0,Meadowlands,Shadowmere,664.0,17485.0,sqft,5,Gleaming,61606.0,246424.0,1176.46586769779,0
394,204000.0,AetherIsles,Wyverncliff,1044.0,7321.0,sqft,5,Gleaming,40800.0,163200.0,779.1417621996206,0
395,87500.0,GnomeBurough,Petalbridge,1161.0,9600.0,sqft,4,Gleaming,17500.0,70000.0,334.1907068258177,1
396,190000.0,Meadowlands,Sunspire,1153.0,8487.0,sqft,5,Gleaming,38000.0,152000.0,725.6712491074898,1
397,226500.0,Meadowlands,Brightforge,1250.0,9938.0,sqft,5,Gleaming,45300.0,181200.0,865.0765153834024,0
398,161900.0,Meadowlands,Stormhold,664.0,7804.0,sqft,7,Common,32380.0,129520.0,618.3482906868558,1
399,175000.0,Meadowlands,Stormhold,1359.0,7200.0,sqft,7,Common,35000.0,140000.0,668.3814136516354,1
400,113000.0,GnomeBurough,Stormwatch,679.0,6120.0,sqft,7,Gleaming,22600.0,90400.0,431.5834271007703,1
401,280000.0,Meadowlands,Silverglen,1213.0,7841.0,sqft,5,Enchanting,56000.0,224000.0,1069.4102618426166,0
402,137000.0,Meadowlands,Dragonspire,1476.0,11345.0,sqft,5,Common,27400.0,109600.0,523.2471638301374,1
403,129900.0,Meadowlands,Dragonspire,627.0,7100.0,sqft,7,Common,25980.0,103920.0,496.12997504769965,1
404,130000.0,Meadowlands,Shadowmere,1314.0,2522.0,sqft,5,Gleaming,26000.0,104000.0,496.5119072840719,1
405,259500.0,Meadowlands,Thornfield,1784.0,7259.0,sqft,8,Common,51900.0,207600.0,991.1141533862819,0
406,86900.0,GnomeBurough,Petalbridge,553.0,7008.0,sqft,8,Common,17380.0,69520.0,331.8991134075835,1
407,203135.0,Meadowlands,Thornfield,1270.0,19645.0,sqft,6,Common,40627.0,162508.0,775.8380483549997,0
408,149000.0,Meadowlands,Stormhold,1161.0,4899.0,sqft,8,Common,29800.0,119200.0,569.0790321948209,1
409,124500.0,GnomeBurough,Petalbridge,1044.0,3600.0,sqft,7,Common,24900.0,99600.0,475.505634283592,1
410,91000.0,Meadowlands,Stormhold,664.0,6292.0,sqft,5,Common,18200.0,72800.0,347.55833509885036,1
411,142500.0,Meadowlands,Cloudrest,811.0,2304.0,sqft,7,Common,28500.0,114000.0,544.2534368306174,1
412,274000.0,Meadowlands,Sunspire,1497.0,9720.0,sqft,5,Gleaming,54800.0,219200.0,1046.4943276602748,0
413,190000.0,Meadowlands,Dragonspire,1956.0,9671.0,sqft,5,Common,38000.0,152000.0,725.6712491074898,1
414,267300.0,Meadowlands,Ravenstone,1203.0,8298.0,sqft,5,Gleaming,53460.0,213840.0,1020.9048678233265,0
415,140000.0,Meadowlands,Dragonspire,1047.0,9450.0,sqft,5,Common,28000.0,112000.0,534.7051309213083,1
416,180000.0,Meadowlands,Brightforge,998.0,11200.0,sqft,5,Gleaming,36000.0,144000.0,687.4780254702536,1
417,227000.0,AetherIsles,Wyverncliff,1221.0,10000.0,sqft,5,Gleaming,45400.0,181600.0,866.9861765652641,0
418,136500.0,Meadowlands,Sunspire,664.0,7000.0,sqft,8,Gleaming,27300.0,109200.0,521.3375026482755,1
419,120000.0,Meadowlands,Cloudrest,643.0,2280.0,sqft,6,Common,24000.0,96000.0,458.31868364683567,1
420,151000.0,GnomeBurough,Oakenshade,1196.0,1950.0,sqft,6,Common,30200.0,120800.0,576.7176769222682,1
421,127500.0,Meadowlands,Shadowmere,1042.0,10106.0,sqft,7,Common,25500.0,102000.0,486.9636013747629,1
422,173000.0,Meadowlands,Crystalhollow,936.0,9947.0,sqft,5,Common,34600.0,138400.0,660.7427689241881,1
423,143.0,GnomeBurough,Petalbridge,1036.0,0.05805,sqft,7,Common,28.6,114.4,0.5461630980124791,1
424,200000.0,Meadowlands,Sunspire,1329.0,8158.0,sqft,5,Gleaming,40000.0,160000.0,763.8644727447262,0
425,219500.0,Meadowlands,Sunspire,1564.0,9375.0,sqft,5,Common,43900.0,175600.0,838.3412588373369,0
426,175000.0,Meadowlands,Dragonspire,984.0,10050.0,sqft,6,Common,35000.0,140000.0,668.3814136516354,1
427,150000.0,Meadowlands,Shadowmere,1107.0,7711.0,sqft,3,Common,30000.0,120000.0,572.8983545585446,1
428,235000.0,Meadowlands,Thornfield,1249.0,4750.0,sqft,5,Gleaming,47000.0,188000.0,897.5407554750532,0
429,275000.0,Meadowlands,Sunspire,1876.0,12728.0,sqft,5,Gleaming,55000.0,220000.0,1050.3136500239984,0
430,330000.0,GnomeBurough,Moonglade,1155.0,9763.0,sqft,5,Gleaming,66000.0,264000.0,1260.376380028798,0
431,130250.0,Meadowlands,Sunspire,721.0,9200.0,sqft,6,Common,26050.0,104200.0,497.4667378750029,1
432,147000.0,Meadowlands,Dragonspire,928.0,9510.0,sqft,5,Common,29400.0,117600.0,561.4403874673737,1
433,164700.0,AetherIsles,Wyverncliff,961.0,4251.0,sqft,5,Gleaming,32940.0,131760.0,629.042393305282,1
434,132000.0,GnomeBurough,Petalbridge,1115.0,5350.0,sqft,8,Common,26400.0,105600.0,504.1505520115192,1
435,158000.0,Meadowlands,Emberfall,664.0,11553.0,sqft,5,Common,31600.0,126400.0,603.4529334683336,1
436,127000.0,Meadowlands,Emberfall,734.0,7742.0,sqft,7,Common,25400.0,101600.0,485.0539401929011,1
437,130000.0,Meadowlands,Dragonspire,719.0,6760.0,sqft,5,Common,26000.0,104000.0,496.5119072840719,1
438,208900.0,Meadowlands,Sunspire,1148.0,13125.0,sqft,5,Common,41780.0,167120.0,797.8564417818664,0
439,142000.0,Meadowlands,Dragonspire,679.0,15428.0,sqft,6,Common,28400.0,113600.0,542.3437756487555,1
440,197600.0,Meadowlands,Dragonspire,1893.0,9724.0,sqft,7,Gleaming,39520.0,158080.0,754.6980990717894,0
