DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm,Craftsmanship,EraConstructed,NeedsRestoration
289,169000.0,Meadowlands,Crystalhollow,972.0,15300.0,sqft,5,Common,5,1381,False
290,156820.0,Meadowlands,Dreamweaver,878.0,3010.0,sqft,5,Gleaming,7,1690,False
291,421250.0,Meadowlands,Silverglen,2037.0,16900.0,sqft,5,Gleaming,8,1678,False
292,260000.0,Meadowlands,Brightforge,2164.0,9771.0,sqft,5,Gleaming,6,1586,False
293,165000.0,Meadowlands,Crystalhollow,941.0,4500.0,sqft,5,Common,6,1533,False
294,185000.0,Meadowlands,Dragonspire,1107.0,9840.0,sqft,7,Common,5,1398,False
295,128500.0,GnomeBurough,Stormwatch,1239.0,5830.0,sqft,6,Common,5,1319,False
296,102900.0,Meadowlands,Dragonspire,930.0,9533.0,sqft,5,Common,5,1244,True
297,115000.0,GnomeBurough,Mystvale,1166.0,8500.0,sqft,7,Common,5,1060,False
298,113000.0,Meadowlands,Dragonspire,609.0,8480.0,sqft,6,Common,5,1111,True
299,281500.0,Meadowlands,Silverglen,1398.0,12568.0,sqft,5,Gleaming,8,1626,False
300,134000.0,Meadowlands,Emberfall,931.0,8249.988464025,sqft,5,Common,5,1301,False
301,130000.0,Meadowlands,Dragonspire,664.0,9000.0,sqft,7,Common,4,1320,False
302,274725.0,Meadowlands,Duskwood,1554.0,23257.0,sqft,5,Gleaming,7,1665,False
303,146000.0,Meadowlands,Shadowmere,1038.0,9375.0,sqft,5,Common,4,1220,True
304,150000.0,Meadowlands,Nighthaven,1338.0,11050.0,sqft,5,Common,6,1327,False
305,122900.0,Meadowlands,Dragonspire,710.0,8064.0,sqft,7,Common,5,1195,False
306,90000.0,GnomeBurough,Mystvale,756.0,7200.0,sqft,6,Common,6,1013,True
307,145000.0,Meadowlands,Thornfield,1012.0,8969.0,sqft,6,Common,6,1014,True
308,132500.0,Meadowlands,Emberfall,768.0,7758.0,sqft,7,Common,5,1261,False
309,248500.0,Meadowlands,Silverglen,1119.0,6472.0,sqft,5,Enchanting,9,1747,False
310,165000.0,Meadowlands,Dragonspire,1520.0,9500.0,sqft,6,Common,6,1284,True
311,139000.0,Meadowlands,Dragonspire,1029.0,7560.0,sqft,6,Common,5,1264,True
312,179400.0,AetherIsles,Wyverncliff,1154.0,2280.0,sqft,5,Common,7,1577,False
313,115000.0,GnomeBurough,Petalbridge,941.0,3950.0,sqft,8,Common,6,1194,False
314,136000.0,GnomeBurough,Petalbridge,1943.0,8520.0,sqft,7,Common,6,1144,False
315,210900.0,Meadowlands,Sunspire,1576.0,21533.0,sqft,5,Gleaming,7,1567,False
316,188500.0,Meadowlands,Duskwood,860.0,16219.0,sqft,5,Gleaming,7,1688,False
317,183000.0,Meadowlands,Sunspire,1261.0,7226.0,sqft,5,Gleaming,7,1666,False
318,135000.0,GnomeBurough,Mystvale,1281.0,5160.0,sqft,6,Common,6,1022,True
319,132000.0,GnomeBurough,Stormwatch,1117.0,6360.0,sqft,6,Common,5,1008,True
320,213000.0,Meadowlands,Silverglen,1044.0,6904.0,sqft,5,Gleaming,6,1610,False
321,125000.0,Meadowlands,Shadowmere,895.0,10880.0,sqft,5,Common,5,1304,False
322,165000.0,Meadowlands,Thornfield,1155.0,10592.0,sqft,7,Common,6,1117,False
323,194500.0,Meadowlands,Sunspire,947.0,7314.0,sqft,5,Gleaming,7,1632,False
324,159500.0,GnomeBurough,Petalbridge,1964.0,10800.0,sqft,8,Common,7,888,False
325,102000.0,GnomeBurough,Stormwatch,758.0,6180.0,sqft,5,Common,6,1013,True
326,78000.0,GnomeBurough,Petalbridge,691.0,6756.0,sqft,6,Common,5,1058,True
327,214000.0,Meadowlands,Sunspire,1221.0,10264.0,sqft,5,Gleaming,7,1514,False
328,143750.0,Meadowlands,Cloudrest,736.0,4928.0,sqft,6,Common,6,1436,False
329,149900.0,Meadowlands,Emberfall,795.0,8014.0,sqft,5,Common,6,1448,False
330,111000.0,Meadowlands,Shadowmere,664.0,10215.0,sqft,5,Common,4,1221,True
331,130000.0,GnomeBurough,Petalbridge,1012.0,5500.0,sqft,7,Common,5,1052,False
332,128900.0,GnomeBurough,Petalbridge,1059.0,4080.0,sqft,8,Common,6,1157,False
333,122500.0,GnomeBurough,Petalbridge,1761.0,11340.0,sqft,6,Common,4,890,True
334,127500.0,GnomeBurough,Petalbridge,996.0,6000.0,sqft,6,Common,6,1098,True
335,139500.0,GnomeBurough,Petalbridge,1251.0,9142.0,sqft,5,Common,5,1069,True
336,120500.0,GnomeBurough,Mystvale,627.0,5890.0,sqft,8,Gleaming,6,1138,False
337,100000.0,Meadowlands,Crystalhollow,1439.0,10260.0,sqft,4,Common,5,1466,False
338,165000.0,Meadowlands,Dragonspire,1100.0,9150.0,sqft,5,Common,6,1274,True
339,111000.0,GnomeBurough,Starfall,759.0,1680.0,sqft,5,Common,6,1271,True
340,149900.0,Meadowlands,Sunspire,687.0,9800.0,sqft,7,Common,5,1278,False
341,134432.0,Meadowlands,Windwhisper,1221.0,17120.0,sqft,4,Common,4,1344,False
342,128000.0,GnomeBurough,Petalbridge,1141.0,6300.0,sqft,6,Common,6,1090,True
343,75000.0,GnomeBurough,Mystvale,439.0,10200.0,sqft,6,Common,4,1060,True
344,39300.0,GnomeBurough,Stormwatch,256.0,5000.0,sqft,3,Modest,1,1077,True
345,207500.0,Meadowlands,Nighthaven,1296.0,10240.0,sqft,6,Common,6,1468,False
346,145500.0,Meadowlands,Dragonspire,809.0,10007.0,sqft,7,Gleaming,5,1236,False
347,144000.0,Meadowlands,Cloudrest,1119.0,2179.0,sqft,5,Common,6,1473,False
348,131750.0,GnomeBurough,Stormwatch,1096.0,6240.0,sqft,7,Common,5,1151,False
349,142500.0,Meadowlands,Shadowmere,824.0,3675.0,sqft,5,Common,6,1610,False
350,111750.0,GnomeBurough,Starfall,1001.0,1680.0,sqft,5,Common,5,1395,False
351,206000.0,Meadowlands,Nighthaven,1589.0,12732.0,sqft,6,Common,7,1292,True
352,137000.0,GnomeBurough,Oakenshade,664.0,1488.0,sqft,6,Common,6,1598,False
353,88000.0,GnomeBurough,Wolfsbane,839.0,2217.0,sqft,4,Common,4,1220,True
354,120500.0,Meadowlands,Dragonspire,664.0,9000.0,sqft,6,Common,4,1362,False
355,127000.0,Meadowlands,Shadowmere,1177.0,9350.0,sqft,6,Common,4,1014,True
356,137500.0,Meadowlands,Dragonspire,810.0,8800.0,sqft,7,Common,6,1287,False
357,78000.0,GnomeBurough,Mystvale,719.0,8520.0,sqft,5,Common,3,1199,True
358,181134.0,Meadowlands,Duskwood,1030.0,8899.0,sqft,5,Gleaming,7,1715,False
359,169000.0,Meadowlands,Nighthaven,847.0,10464.0,sqft,6,Common,6,1454,False
360,160000.0,AetherIsles,Wyverncliff,963.0,2160.0,sqft,5,Gleaming,7,1576,False
361,248328.0,AetherIsles,Wyverncliff,1299.0,9849.0,sqft,6,Gleaming,7,1775,False
362,148000.0,Meadowlands,Emberfall,1063.0,11235.0,sqft,5,Common,4,1283,True
363,138000.0,Meadowlands,Dragonspire,664.0,8064.0,sqft,6,Common,6,1080,True
364,133000.0,Meadowlands,Dragonspire,703.0,7920.0,sqft,5,Common,5,1351,False
365,145100.0,Meadowlands,Dragonspire,993.0,10500.0,sqft,5,Common,5,1285,True
366,175000.0,Meadowlands,Nighthaven,1141.0,12243.0,sqft,6,Common,5,1360,False
367,225000.0,Meadowlands,Brightforge,1162.0,11454.0,sqft,5,Gleaming,8,1434,False
368,100000.0,GnomeBurough,Stormwatch,1000.0,6911.0,sqft,5,Common,5,1176,True
369,132000.0,GnomeBurough,Petalbridge,1101.0,9600.0,sqft,7,Common,5,1174,False
370,140200.0,GnomeBurough,Stormwatch,1213.0,6435.0,sqft,5,Common,6,1120,True
371,257500.0,Meadowlands,Duskwood,1541.0,12891.0,sqft,5,Gleaming,8,1790,False
372,328000.0,Meadowlands,Windwhisper,1738.0,14000.0,sqft,5,Gleaming,7,1486,False
373,155500.0,GnomeBurough,Petalbridge,1226.0,7200.0,sqft,8,Common,6,1141,False
374,196000.0,Meadowlands,Crystalhollow,1289.0,33983.0,sqft,6,Common,5,1478,False
375,225000.0,Meadowlands,Brightforge,1725.0,13474.0,sqft,5,Gleaming,7,1572,False
376,136500.0,Meadowlands,Sunspire,652.0,4435.0,sqft,5,Gleaming,6,1774,False
377,205000.0,Meadowlands,Dragonspire,1527.0,13600.0,sqft,6,Common,7,1216,True
378,124500.0,Meadowlands,Crystalhollow,627.0,8314.0,sqft,7,Common,5,1503,False
379,285000.0,Meadowlands,Glimmerwood,1711.0,11134.0,sqft,5,Gleaming,8,1570,False
380,164000.0,Meadowlands,Nighthaven,996.0,11700.0,sqft,5,Common,6,1340,False
381,90350.0,Meadowlands,Thornfield,533.0,4280.0,sqft,6,Common,5,1161,True
382,160000.0,Meadowlands,Duskwood,1132.0,10783.9849207328,sqft,5,Gleaming,7,1465,False
383,185000.0,Meadowlands,Duskwood,1264.0,9649.0,sqft,5,Common,6,1477,False
384,109500.0,Meadowlands,Dragonspire,634.0,7200.0,sqft,7,Common,5,1378,False
385,124000.0,Meadowlands,Dragonspire,1218.0,8944.0,sqft,5,Common,5,1385,False
386,390000.0,Meadowlands,Silverglen,2113.0,13418.0,sqft,5,Gleaming,9,1775,False
387,228500.0,Meadowlands,Brightforge,1401.0,23920.0,sqft,5,Common,6,1428,False
388,148000.0,GnomeBurough,Petalbridge,1179.0,10800.0,sqft,9,Common,5,922,False
389,213000.0,Meadowlands,Nighthaven,1246.0,9373.0,sqft,7,Common,5,1455,False
390,216000.0,AetherIsles,Wyverncliff,1287.0,7500.0,sqft,5,Gleaming,7,1767,False
391,174000.0,Meadowlands,Ravenstone,1110.0,9802.0,sqft,5,Common,5,1687,False
392,345000.0,Meadowlands,Silverglen,1787.0,11924.0,sqft,5,Enchanting,9,1695,False
393,308030.0,Meadowlands,Shadowmere,664.0,17485.0,sqft,5,Gleaming,7,1608,False
394,204000.0,AetherIsles,Wyverncliff,1044.0,7321.0,sqft,5,Gleaming,7,1557,False
395,87500.0,GnomeBurough,Petalbridge,1161.0,9600.0,sqft,4,Gleaming,4,1042,True
396,190000.0,Meadowlands,Sunspire,1153.0,8487.0,sqft,5,Gleaming,7,1732,False
397,226500.0,Meadowlands,Brightforge,1250.0,9938.0,sqft,5,Gleaming,7,1562,False
398,161900.0,Meadowlands,Stormhold,664.0,7804.0,sqft,7,Common,6,1091,False
399,175000.0,Meadowlands,Stormhold,1359.0,7200.0,sqft,7,Common,5,1022,False
400,113000.0,GnomeBurough,Stormwatch,679.0,6120.0,sqft,7,Gleaming,5,1089,False
401,280000.0,Meadowlands,Silverglen,1213.0,7841.0,sqft,5,Enchanting,9,1725,False
402,137000.0,Meadowlands,Dragonspire,1476.0,11345.0,sqft,5,Common,5,1031,True
403,129900.0,Meadowlands,Dragonspire,627.0,7100.0,sqft,7,Common,5,1257,False
404,130000.0,Meadowlands,Shadowmere,1314.0,2522.0,sqft,5,Gleaming,6,1662,False
405,259500.0,Meadowlands,Thornfield,1784.0,7259.0,sqft,8,Common,6,1040,False
406,86900.0,GnomeBurough,Petalbridge,553.0,7008.0,sqft,8,Common,4,1063,False
407,203135.0,Meadowlands,Thornfield,1270.0,19645.0,sqft,6,Common,7,1457,False
408,149000.0,Meadowlands,Stormhold,1161.0,4899.0,sqft,8,Common,6,1131,False
409,124500.0,GnomeBurough,Petalbridge,1044.0,3600.0,sqft,7,Common,5,1013,False
410,91000.0,Meadowlands,Stormhold,664.0,6292.0,sqft,5,Common,6,1012,True
411,142500.0,Meadowlands,Cloudrest,811.0,2304.0,sqft,7,Common,7,1563,False
412,274000.0,Meadowlands,Sunspire,1497.0,9720.0,sqft,5,Gleaming,9,1660,False
413,190000.0,Meadowlands,Dragonspire,1956.0,9671.0,sqft,5,Common,6,1311,False
414,267300.0,Meadowlands,Ravenstone,1203.0,8298.0,sqft,5,Gleaming,8,1677,False
415,140000.0,Meadowlands,Dragonspire,1047.0,9450.0,sqft,5,Common,4,1308,False
416,180000.0,Meadowlands,Brightforge,998.0,11200.0,sqft,5,Gleaming,6,1514,False
417,227000.0,AetherIsles,Wyverncliff,1221.0,10000.0,sqft,5,Gleaming,8,1618,False
418,136500.0,Meadowlands,Sunspire,664.0,7000.0,sqft,8,Gleaming,5,1439,False
419,120000.0,Meadowlands,Cloudrest,643.0,2280.0,sqft,6,Common,7,1548,False
420,151000.0,GnomeBurough,Oakenshade,1196.0,1950.0,sqft,6,Common,6,1465,False
421,127500.0,Meadowlands,Shadowmere,1042.0,10106.0,sqft,7,Common,5,1093,False
422,173000.0,Meadowlands,Crystalhollow,936.0,9947.0,sqft,5,Common,7,1464,False
423,143.0,GnomeBurough,Petalbridge,1036.0,0.05805,sqft,7,Common,5,1244,False
424,200000.0,Meadowlands,Sunspire,1329.0,8158.0,sqft,5,Gleaming,7,1685,False
425,219500.0,Meadowlands,Sunspire,1564.0,9375.0,sqft,5,Common,7,1478,False
426,175000.0,Meadowlands,Dragonspire,984.0,10050.0,sqft,6,Common,5,1224,True
427,150000.0,Meadowlands,Shadowmere,1107.0,7711.0,sqft,3,Common,4,1551,False
428,235000.0,Meadowlands,Thornfield,1249.0,4750.0,sqft,5,Gleaming,8,1671,False
429,275000.0,Meadowlands,Sunspire,1876.0,12728.0,sqft,5,Gleaming,8,1726,False
430,330000.0,GnomeBurough,Moonglade,1155.0,9763.0,sqft,5,Gleaming,7,1452,False
431,130250.0,Meadowlands,Sunspire,721.0,9200.0,sqft,6,Common,5,1425,False
432,147000.0,Meadowlands,Dragonspire,928.0,9510.0,sqft,5,Common,6,1289,True
433,164700.0,AetherIsles,Wyverncliff,961.0,4251.0,sqft,5,Gleaming,7,1719,False
434,132000.0,GnomeBurough,Petalbridge,1115.0,5350.0,sqft,8,Common,7,1000,False
435,158000.0,Meadowlands,Emberfall,664.0,11553.0,sqft,5,Common,5,1391,False
436,127000.0,Meadowlands,Emberfall,734.0,7742.0,sqft,7,Common,5,1332,False
437,130000.0,Meadowlands,Dragonspire,719.0,6760.0,sqft,5,Common,5,1213,True
438,208900.0,Meadowlands,Sunspire,1148.0,13125.0,sqft,5,Common,6,1442,False
439,142000.0,Meadowlands,Dragonspire,679.0,15428.0,sqft,6,Common,5,1202,True
440,197600.0,Meadowlands,Dragonspire,1893.0,9724.0,sqft,7,Gleaming,5,1378,False
441,144500.0,Meadowlands,Shadowmere,1173.0,8562.0,sqft,6,Common,5,1384,False
442,144000.0,GnomeBurough,Stormwatch,897.0,8731.0,sqft,5,Common,5,1151,True
443,185485.0,Meadowlands,Dreamweaver,973.0,3710.0,sqft,5,Gleaming,7,1690,False
444,217000.0,Meadowlands,Sunspire,1348.0,12352.0,sqft,5,Gleaming,7,1437,False
445,178000.0,Meadowlands,Dragonspire,867.0,11380.0,sqft,8,Common,6,1366,False
446,263435.0,AetherIsles,Wyverncliff,1488.0,8004.0,sqft,5,Gleaming,8,1677,False
447,271000.0,Meadowlands,Crystalhollow,1299.0,13265.0,sqft,5,Gleaming,8,1794,False
448,185000.0,GnomeBurough,Petalbridge,1887.0,13500.0,sqft,8,Common,7,887,False
449,148000.0,Meadowlands,Emberfall,888.0,11782.0,sqft,7,Common,5,1286,False
450,79500.0,GnomeBurough,Wolfsbane,839.0,1526.0,sqft,5,Common,4,1211,True
451,142000.0,Meadowlands,Dragonspire,913.0,12160.0,sqft,5,Common,5,1221,True
452,85500.0,GnomeBurough,Wolfsbane,839.0,1890.0,sqft,6,Common,4,1315,False
453,107000.0,GnomeBurough,Mystvale,1099.0,10320.0,sqft,5,Common,4,1191,True
454,165500.0,Meadowlands,Duskwood,1072.0,11950.0,sqft,5,Gleaming,7,1649,False
455,158000.0,Meadowlands,Dragonspire,1001.0,9350.0,sqft,7,Common,6,1327,False
456,120000.0,Meadowlands,Dragonspire,803.0,7400.0,sqft,6,Common,7,1307,False
457,183500.0,Meadowlands,Duskwood,664.0,8238.0,sqft,5,Common,6,1467,False
458,152000.0,Meadowlands,Dragonspire,955.0,7903.0,sqft,5,Common,5,1262,True
459,208300.0,AetherIsles,Wyverncliff,936.0,7862.0,sqft,5,Gleaming,6,1607,False
460,123000.0,Meadowlands,Dragonspire,1014.0,10634.0,sqft,6,Common,5,1215,True
461,157500.0,Meadowlands,Dragonspire,1107.0,9350.0,sqft,6,Common,5,1270,True
462,345474.0,Meadowlands,Silverglen,1632.0,14333.0,sqft,5,Gleaming,8,1744,False
463,213500.0,Meadowlands,Ravenstone,1137.0,14419.0,sqft,5,Common,7,1454,False
464,462000.0,Meadowlands,Silverglen,2132.0,14257.0,sqft,5,Enchanting,9,1601,False
465,154000.0,Meadowlands,Nighthaven,1576.0,13250.0,sqft,6,Common,7,1403,False
466,582933.0,Meadowlands,Silverglen,2170.0,13891.0,sqft,5,Enchanting,9,1624,False
467,135000.0,GnomeBurough,Stormwatch,979.0,6125.0,sqft,7,Common,5,1050,False
468,148500.0,Meadowlands,Dragonspire,664.0,8750.0,sqft,6,Common,5,1308,False
469,226500.0,Meadowlands,Nighthaven,1298.0,12680.0,sqft,6,Gleaming,7,1559,False
470,475000.0,GnomeBurough,Petalbridge,2775.0,22950.0,sqft,9,Gleaming,10,895,False
471,178000.0,Meadowlands,Duskwood,1032.0,8174.0,sqft,5,Gleaming,7,1734,False
472,110000.0,Meadowlands,Dragonspire,1366.0,11475.0,sqft,5,Common,5,1327,False
473,98000.0,GnomeBurough,Petalbridge,1033.0,4571.0,sqft,5,Common,5,1070,True
474,163000.0,Meadowlands,Nighthaven,1027.0,9600.0,sqft,5,Common,5,1256,True
475,100000.0,GnomeBurough,Starfall,759.0,1680.0,sqft,5,Common,6,1314,False
476,176000.0,Meadowlands,Duskwood,1087.0,7750.0,sqft,5,Gleaming,7,1784,False
477,229000.0,Meadowlands,Shadowmere,1779.0,11060.0,sqft,5,Gleaming,7,1727,False
478,172000.0,Meadowlands,Nighthaven,833.0,9927.0,sqft,5,Gleaming,7,1531,False
479,545224.0,Meadowlands,Riverbend,2607.0,18062.0,sqft,5,Enchanting,10,1669,False
480,99500.0,GnomeBurough,Mystvale,1011.0,4330.0,sqft,6,Common,4,1297,True
481,160000.0,Meadowlands,Brightforge,1447.0,8250.0,sqft,7,Common,6,1504,False
482,76500.0,GnomeBurough,Petalbridge,1735.0,9044.9873523765,sqft,3,Common,5,1072,True
483,311872.0,AetherIsles,Wyverncliff,1327.0,9416.0,sqft,5,Enchanting,7,1726,False
484,223500.0,GnomeBurough,Stormwatch,1212.0,21384.0,sqft,6,Common,5,1142,True
485,177500.0,Meadowlands,Sunspire,923.0,11249.0,sqft,5,Gleaming,6,1407,False
486,254750.0,Meadowlands,Sunspire,1679.0,12334.0,sqft,5,Gleaming,8,1631,False
487,93369.0,Meadowlands,Stormhold,1449.0,6449.0,sqft,1,Common,4,1046,True
488,108000.0,Meadowlands,Emberfall,516.0,10200.0,sqft,8,Common,5,1010,False
489,270000.0,Meadowlands,Windwhisper,1140.0,20062.0,sqft,7,Gleaming,7,1492,False
490,139000.0,Meadowlands,Emberfall,664.0,11616.0,sqft,5,Common,5,1313,False
491,62500.0,GnomeBurough,Petalbridge,1636.0,3000.0,sqft,1,Common,5,1021,True
492,255000.0,Meadowlands,Sunspire,1529.0,11367.0,sqft,5,Gleaming,8,1782,False
493,250000.0,Meadowlands,Sunspire,1239.0,11664.0,sqft,5,Gleaming,7,1726,False
494,125000.0,Meadowlands,Dragonspire,729.0,10950.0,sqft,6,Common,6,1211,True
495,181316.0,Meadowlands,Duskwood,1166.0,8803.0,sqft,5,Common,6,1533,False
496,280000.0,Meadowlands,Windwhisper,1179.0,70761.0,sqft,5,Common,7,1462,False
497,64500.0,GnomeBurough,Mystvale,784.0,4761.0,sqft,3,Modest,3,1132,True
498,175900.0,Meadowlands,Dreamweaver,1206.0,3635.0,sqft,5,Gleaming,7,1676,False
499,171000.0,Meadowlands,Emberfall,1308.0,16647.0,sqft,5,Common,5,1459,False
500,180500.0,GnomeBurough,Stormwatch,1403.0,13515.0,sqft,6,Common,6,1065,True
501,196500.0,Meadowlands,Shadowmere,1326.0,7162.0,sqft,5,Gleaming,7,1686,False
502,169000.0,Meadowlands,Stormhold,1882.0,9638.0,sqft,7,Common,6,1019,False
503,139000.0,Meadowlands,Dragonspire,853.0,10500.0,sqft,7,Common,5,1377,False
504,84500.0,GnomeBurough,Mystvale,579.0,6779.990519526,sqft,8,Common,6,1005,False
505,106500.0,GnomeBurough,Mystvale,731.0,8765.0,sqft,6,Common,4,1099,True
506,147000.0,Meadowlands,Emberfall,811.0,12712.0,sqft,7,Common,6,1250,False
507,150.0,Meadowlands,Dragonspire,1221.0,0.072,sqft,6,Common,5,1222,True
508,140000.0,Meadowlands,Emberfall,1231.0,13825.0,sqft,6,Common,5,1212,True
509,196000.0,Meadowlands,Sunspire,1345.0,9272.0,sqft,5,Gleaming,7,1599,False
510,151400.0,GnomeBurough,Wolfsbane,1939.0,3964.0,sqft,4,Common,6,1215,True
511,318750.0,Meadowlands,Mossheart,1303.0,14694.0,sqft,9,Enchanting,8,1400,False
512,113000.0,GnomeBurough,Stormwatch,806.0,6380.0,sqft,6,Common,5,1033,True
513,137900.0,Meadowlands,Dragonspire,1643.0,10680.0,sqft,3,Common,5,1324,False
514,124000.0,Meadowlands,Sunspire,799.0,8430.0,sqft,5,Common,5,1419,False
515,148000.0,Meadowlands,Dragonspire,903.0,7635.0,sqft,6,Common,5,1388,False
516,163500.0,Meadowlands,Thornfield,741.0,13360.0,sqft,7,Common,5,1007,False
517,215000.0,Meadowlands,Nighthaven,1246.0,15387.0,sqft,7,Common,7,1295,False
518,113000.0,Meadowlands,Shadowmere,1143.0,8741.0,sqft,4,Common,6,1118,True
519,423000.0,AetherIsles,Wyverncliff,1613.0,20896.0,sqft,5,Gleaming,8,1730,False
520,134500.0,Meadowlands,Dragonspire,768.0,10205.0,sqft,5,Common,5,1375,False
521,177000.0,AetherIsles,Wyverncliff,1163.0,2980.0,sqft,5,Gleaming,6,1729,False
522,204000.0,Meadowlands,Ravenstone,1720.0,9839.0,sqft,8,Common,6,1501,False
523,178000.0,Meadowlands,Nighthaven,1436.0,12090.0,sqft,7,Common,6,1410,False
524,134000.0,GnomeBurough,Stormwatch,870.0,6000.0,sqft,7,Common,6,1162,False
525,350000.0,Meadowlands,Glimmerwood,2096.0,10019.0,sqft,5,Gleaming,8,1458,False
526,180000.0,Meadowlands,Duskwood,1318.0,8637.0,sqft,5,Common,6,1537,False
527,152500.0,Meadowlands,Crystalhollow,892.0,17979.0,sqft,6,Common,5,1213,True
528,359900.0,Meadowlands,Ravenstone,1413.0,11577.0,sqft,5,Enchanting,9,1631,False
529,479069.0,Meadowlands,Silverglen,1963.0,13891.0,sqft,5,Enchanting,9,1788,False
530,124000.0,GnomeBurough,Petalbridge,1346.0,9000.0,sqft,6,Common,5,951,True
531,159900.0,Meadowlands,Nighthaven,1110.0,10400.0,sqft,5,Common,6,1525,False
532,130000.0,Meadowlands,Dragonspire,730.0,12774.0,sqft,5,Common,5,1304,False
533,180500.0,Meadowlands,Dragonspire,1096.0,10175.0,sqft,5,Common,6,1200,True
534,125000.0,Meadowlands,Shadowmere,1032.0,9280.0,sqft,6,Common,5,1294,True
535,115000.0,GnomeBurough,Stormwatch,935.0,5520.0,sqft,7,Common,5,1178,False
536,135000.0,Meadowlands,Dragonspire,849.0,10454.0,sqft,6,Common,6,1275,True
537,202500.0,Meadowlands,Silverglen,1052.0,6955.0,sqft,5,Gleaming,7,1676,False
538,159500.0,Meadowlands,Shadowmere,1096.0,7950.0,sqft,6,Common,6,1509,False
539,745000.0,Meadowlands,Glimmerwood,3443.0,15623.0,sqft,5,Gleaming,10,1468,False
540,139500.0,Meadowlands,Dragonspire,775.0,12778.0,sqft,6,Common,5,1396,False
541,137000.0,Meadowlands,Shadowmere,813.0,10519.0,sqft,8,Common,5,1278,False
542,193000.0,Meadowlands,Sunspire,1376.0,9179.0,sqft,5,Gleaming,7,1431,False
543,174000.0,Meadowlands,Nighthaven,1293.0,10400.0,sqft,6,Common,7,1391,False
544,451950.0,Meadowlands,Silverglen,1766.0,13478.0,sqft,5,Enchanting,10,1747,False
545,242000.0,Meadowlands,Dragonspire,1591.0,27650.0,sqft,7,Common,7,1332,False
546,102000.0,Meadowlands,Dragonspire,664.0,7200.0,sqft,3,Common,5,1382,False
547,107500.0,GnomeBurough,Petalbridge,1824.0,6600.0,sqft,4,Common,5,967,True
548,176000.0,Meadowlands,Duskwood,1119.0,8029.0,sqft,5,Common,6,1639,False
549,185088.0,Meadowlands,Duskwood,1333.0,8577.0,sqft,5,Gleaming,7,1609,False
550,97500.0,Meadowlands,Dragonspire,672.0,7200.0,sqft,4,Common,4,1334,False
551,280000.0,Meadowlands,Glimmerwood,1479.0,12011.0,sqft,5,Gleaming,8,1514,False
552,306000.0,Meadowlands,Nighthaven,1799.0,14311.0,sqft,5,Gleaming,8,1546,False
553,158000.0,Meadowlands,Emberfall,1039.0,9364.0,sqft,7,Common,6,1387,False
554,194000.0,Meadowlands,Sunspire,953.0,8556.0,sqft,5,Gleaming,7,1628,False
555,280000.0,Meadowlands,Silverglen,1670.0,14154.0,sqft,5,Gleaming,7,1684,False
556,217500.0,Meadowlands,Mossheart,953.0,11064.0,sqft,5,Gleaming,8,1544,False
557,119500.0,GnomeBurough,Starfall,1001.0,1680.0,sqft,7,Common,5,1318,False
558,196000.0,Meadowlands,Silverglen,1004.0,5381.0,sqft,5,Gleaming,6,1608,False
559,174500.0,Meadowlands,Dragonspire,1212.0,11475.0,sqft,6,Common,6,1316,False
560,315000.0,Meadowlands,Thornfield,1819.0,17597.0,sqft,9,Gleaming,7,1274,False
561,104000.0,GnomeBurough,Petalbridge,1714.0,5520.0,sqft,6,Common,6,1188,True
562,119500.0,Meadowlands,Emberfall,1272.0,8927.0,sqft,6,Common,6,1529,False
563,172500.0,Meadowlands,Ravenstone,1109.0,9802.0,sqft,5,Common,5,1703,False
564,143500.0,Meadowlands,Emberfall,988.0,8197.0,sqft,5,Common,6,1454,False
565,285000.0,Meadowlands,Sunspire,1283.0,11248.0,sqft,5,Gleaming,9,1625,False
566,192000.0,Meadowlands,Windwhisper,1555.0,10005.0,sqft,5,Common,7,1576,False
567,149500.0,Meadowlands,Dragonspire,1157.0,12160.0,sqft,4,Common,6,1201,True
568,190000.0,Meadowlands,Duskwood,1164.0,8433.0,sqft,5,Common,6,1722,False
569,209700.0,Meadowlands,Sunspire,1391.0,10984.0,sqft,5,Gleaming,7,1656,False
570,190000.0,Meadowlands,Nighthaven,1533.0,14803.0,sqft,5,Common,6,1285,True
571,185000.0,Meadowlands,Shadowmere,1287.0,21780.0,sqft,7,Common,6,1194,False
572,156500.0,Meadowlands,Dragonspire,1059.0,8000.0,sqft,5,Common,5,1311,False
573,188000.0,Meadowlands,Thornfield,1349.0,7810.0,sqft,6,Common,4,1150,True
574,279900.0,Meadowlands,Ravenstone,1912.0,11800.0,sqft,5,Gleaming,7,1769,False
575,219500.0,Meadowlands,Thornfield,1338.0,13125.0,sqft,6,Common,7,1186,True
576,119000.0,GnomeBurough,Mystvale,923.0,8155.0,sqft,7,Common,5,1075,False
577,139000.0,Meadowlands,Emberfall,862.0,8816.0,sqft,6,Common,5,1308,False
578,165500.0,Meadowlands,Dragonspire,1307.0,10552.0,sqft,5,Common,5,1305,False
